Nbr of Oscars,Oscar,Nbr of Baftas,Bafta,Multiple Oscars,Oscar Winner?,Film,Foreign Gross,Genre,Lead Studio,Story,Year,Audience  score %,Box Office Average per US Cinema (Opening Weekend),Budget (M),Margin,Profit (M),Domestic Gross (M),Number of Theatres in US Opening Weekend,Opening Weekend (M),Profitability,Rotten Tomatoes %,Worldwide Gross (M)
0,,0,,No,No,Beowulf,114.07,Action,Paramount,Journey and Return,2007,52,8726,150,0.24,46.3,82.2,3153,27.5,1.3084,0.71,196
0,,0,,No,No,Spider-Man 3,554.34,Action,Sony,Metamorphosis,2007,54,35540,258,0.71,632.9,336.5,4252,151.1,3.453,0.61,891
0,,0,,No,No,TMNT,40.86,Action,,Monster Force,2007,63,7799,35,0.63,60,54.2,3110,24.3,2.7146,0.33,95
0,,0,,No,No,Fantastic Four: Rise of the Silver Surfer,157.13,Action,Fox,Monster Force,2007,55,14663,130,0.55,159.1,131.9,3959,58,2.2234,0.35,289
0,,0,,No,No,Dragon Wars (aka D-War),63.27,Action,Mediaplex,Monster Force,2007,44,2213,75,-0.01,-0.8,11,2277,5,0.99,0.27,74
0,,0,,No,No,Transformers,389.03,Action,Paramount,Monster Force,2007,89,17577,150,0.79,558.3,319.3,4011,70.5,4.7218,0.57,708
0,,0,,No,No,Ghost Rider,112.94,Action,Sony,Monster Force,2007,56,12541,110,0.52,118.7,115.8,3619,45.3,2.0794,0.28,229
0,,0,,No,No,Shooter,48.69,Action,Paramount,Pursuit,2007,82,5175,61,0.36,34.7,47,2806,14.5,1.5688,0.47,96
0,,0,,No,No,Grindhouse,25.16,Action,The Weinstein Company,Pursuit,2007,86,4419,53,-0.06,-2.8,25,2624,11.6,0.9471,0.82,50
0,,0,,No,No,Smokin' Aces,21.32,Action,Universal,Pursuit,2007,64,6599,17,0.7,40.1,35.8,2218,14.6,3.3591,0.27,57
0,,0,,No,No,Shoot 'Em Up,14,Action,Warner Bros.,Pursuit,2007,66,2711,39,-0.45,-12.2,12.8,2108,5.7,0.6874,0.67,27
0,,0,,No,No,The Kingdom,39.07,Action,,Quest,2007,78,6135,80,0.08,6.6,47.5,2793,17.1,1.0826,0.52,87
0,,0,,No,No,Hitman,60.28,Action,Fox,Quest,2007,61,5362,17.5,0.82,82.5,39.7,2458,13.2,5.7122,0.15,100
0,,0,,No,No,Pathfinder: Legend of the Ghost Warrior,20.59,Action,,Rescue,2007,41,2907,26,0.16,4.8,10.2,1720,5,1.1855,0.11,31
0,,0,,No,No,Pirates of the Caribbean: At World's End,651.58,Action,Disney,Rescue,2007,74,26302,300,0.69,661,309.4,4362,114.7,3.2033,0.45,961
0,,0,,No,No,Live Free or Die Hard,249,Action,Fox,Rescue,2007,86,9791,110,0.71,273.5,134.5,3408,33.4,3.4866,0.79,384
0,,0,,No,No,The Golden Compass,302.13,Action,Warner Bros.,Rescue,2007,55,7308,180,0.52,192.2,70.1,3528,25.7,2.068,0.42,372
0,,0,,No,No,Rush Hour 3,117.9,Action,Warner Bros.,Rescue,2007,68,12996,140,0.46,118,140.1,3778,49.1,1.843,0.2,258
0,,0,,No,No,The Brave One,32.99,Action,,Rivalry,2007,65,4889,70,0,-0.2,36.8,2755,13.5,0.997,0.43,70
0,,0,,No,No,300,245.45,Action,Warner Bros.,Sacrifice,2007,90,22844,65,0.86,391.1,210.6,3103,70.9,7.0164,0.6,456
0,,0,,No,No,Stardust,96.92,Adventure,Paramount,Quest,2007,86,3610,70,0.48,65.6,38.6,2540,9.2,1.9366,0.76,136
0,,0,,No,No,Harry Potter and the Order of the Phoenix,647.88,Adventure,Warner Bros.,Quest,2007,82,17998,150,0.84,789.9,292,4285,77.1,6.2659,0.78,940
0,,0,,No,No,Alvin and the Chipmunks,143.14,Animation,Fox,Comedy,2007,73,12750,70,0.81,290.5,217.3,3475,44.3,5.1495,0.26,360
0,,0,,No,No,Surf's Up,90.18,Animation,Sony,Discovery,2007,64,5000,85,0.43,64,58.9,3528,17.6,1.7535,0.78,149
0,,0,,No,No,Bee Movie,160.49,Animation,Paramount,Journey and Return,2007,57,9679,150,0.48,137.1,126.6,3928,38,1.9142,0.52,287
0,,0,,No,No,Happily N'Ever After,22.5,Animation,Lionsgate,Maturation,2007,43,2775,47,-0.23,-8.9,15.6,2381,6.6,0.8103,0.04,38
0,,0,,No,No,Meet the Robinsons,71.51,Animation,Disney,Quest,2007,75,7361,100,0.41,69.3,97.8,3413,25.1,1.6933,0.66,169
0,,0,,No,No,Shrek the Third,476.24,Animation,Paramount,Quest,2007,57,29507,160,0.8,639,322.7,4122,121.6,4.9935,0.42,799
0,,0,,No,No,Charlie Wilson's War,51.81,Biography,Universal,Discovery,2007,73,3750,75,0.37,43.5,66.7,2575,9.6,1.5797,0.82,118
0,,0,,No,No,Epic Movie,47.13,Comedy,Independent,Comedy,2007,38,6644,20,0.77,66.9,39.7,2801,18.6,4.3433,0.02,87
0,,0,,No,No,Norbit,63.64,Comedy,Paramount,Comedy,2007,56,10904,60,0.62,99.3,95.7,3136,34.2,2.6552,0.09,159
0,,0,,No,No,Walk Hard: The Dewey Cox Story,2.26,Comedy,Sony,Comedy,2007,55,1575,35,-0.7,-14.4,18.3,2650,4.1,0.5879,0.75,21
0,,0,,No,No,Daddy Day Camp,4.96,Comedy,Sony,Comedy,2007,63,1459,6,0.67,12.2,13.2,2332,3.4,3.0329,0.01,18
0,,0,,No,No,Superbad,48.41,Comedy,Sony,Comedy,2007,87,11211,20,0.88,149.9,121.5,2948,33,8.4936,0.88,170
0,,0,,No,No,Evan Almighty,72.93,Comedy,Universal,Comedy,2007,56,8654,175,-0.01,-1.6,100.5,3604,31.2,0.9908,0.23,173
0,,0,,No,No,I Now Pronounce You Chuck and Larry,65.99,Comedy,Universal,Comedy,2007,73,9795,85,0.54,101.1,120.1,3495,34.2,2.1889,0.13,186
0,,0,,No,No,The Game Plan,57.23,Comedy,Disney,Discovery,2007,75,7396,22,0.85,125.9,90.6,3103,22.9,6.7213,0.27,148
0,,0,,No,No,The Nanny Diaries,21.07,Comedy,The Weinstein Company,Discovery,2007,52,2845,20,0.57,27,25.9,2629,7.5,2.35,0.33,47
0,,0,,No,No,No Reservations,49.49,Comedy,,Love,2007,64,4826,28,0.7,64.6,43.1,2425,11.7,3.3072,0.39,93
0,,0,,No,No,Enchanted,212.68,Comedy,Disney,Love,2007,80,9233,85,0.75,255.5,127.8,3730,34.4,4.0057,0.93,340
0,,0,,No,No,Good Luck Chuck,24.17,Comedy,Lionsgate,Love,2007,61,5226,25,0.58,34.2,35,2612,13.7,2.3677,0.03,59
0,,0,,No,No,The Heartbreak Kid,90.98,Comedy,Paramount,Love,2007,41,4342,60,0.53,67.8,36.8,3229,14,2.1294,0.3,128
0,,0,,No,No,Knocked Up,70.23,Comedy,Universal,Love,2007,83,10690,33,0.85,186,148.8,2871,30.7,6.6364,0.91,219
0,,0,,No,No,License to Wed,25.51,Comedy,Warner Bros.,Love,2007,55,4002,35,0.5,34.3,43.8,2604,10.4,1.9802,0.08,69
0,,0,,No,No,The Simpsons Movie,343.93,Comedy,Fox,Maturation,2007,78,18877,75,0.86,452.1,183.1,3922,74,7.0276,0.9,527
0,,0,,No,No,Vacancy,15.94,Comedy,Sony,Pursuit,2007,46,2980,19,0.46,16.3,19.4,2551,7.6,1.8579,0.55,35
0,,0,,No,No,Blades of Glory,27.11,Comedy,Paramount,Rivalry,2007,66,9790,61,0.58,84.7,118.6,3372,33,2.3887,0.69,146
0,,0,,No,No,Wild Hogs,85.35,Comedy,Disney,Transformation,2007,72,12077,90,0.65,163.6,168.3,3287,39.7,2.8181,0.14,254
0,,0,,No,No,In the Land of Women,6.51,Comedy,Warner Bros.,Transformation,2007,72,2186,10,0.43,7.6,11.1,2155,4.7,1.7562,0.43,18
0,,0,,No,No,Sicko,11.23,Documentary,The Weinstein Company,Quest,2007,87,5128,9,0.75,26.8,24.5,702,3.6,3.9742,0.93,36
0,,0,,No,No,The Bucket List,80.84,Drama,Warner Bros.,Discovery,2007,81,6661,45,0.74,129.3,93.5,2911,19.4,3.8736,0.41,174
0,,0,,No,No,The Darjeeling Limited,23.02,Drama,Fox,Journey and Return,2007,79,2523,17.5,0.5,17.4,11.9,698,1.8,1.9953,0.67,35
0,,0,,No,No,The Kite Runner,57.39,Drama,Paramount,Maturation,2007,85,2243,20,0.73,53.2,15.8,715,1.6,3.6597,0.66,73
0,,0,,No,No,Lions for Lambs,48.21,Drama,Independent,Quest,2007,48,3025,35,0.45,28.2,15,2215,6.7,1.806,0.27,63
0,,0,,No,No,Into the Wild,37.28,Drama,Paramount,Quest,2007,90,3249,15,0.73,40.6,18.4,658,2.1,3.709,0.82,56
0,,0,,No,No,We Own the Night,26.26,Drama,Sony,Sacrifice,2007,63,4583,21,0.62,33.8,28.6,2362,10.8,2.6108,0.55,55
0,,0,,No,No,Premonition,36.14,Drama,Sony,The Riddle,2007,55,6202,20,0.76,64,47.9,2831,17.6,4.1998,0.08,84
0,,0,,No,No,Mr. Magorium's Wonder Emporium,36.89,Fantasy,Independent,Transformation,2007,56,3043,25,0.64,44,32.1,3164,9.6,2.7579,0.36,69
0,,0,,No,No,Saw IV,76.05,Horror,Independent,Escape,2007,70,9976,10,0.93,129.4,63.3,3183,31.7,13.9353,0.18,139
0,,0,,No,No,Hostel: Part II,18.01,Horror,Lionsgate,Escape,2007,45,3490,10,0.72,25.6,17.6,2350,8.2,3.562,0.44,36
0,,0,,No,No,Alien vs. Predator -- Requiem,87.09,Horror,Fox,Monster Force,2007,37,3853,40,0.69,88.9,41.8,2611,10,3.2221,0.14,129
0,,0,,No,No,The Hills Have Eyes 2,16.66,Horror,Independent,Monster Force,2007,50,3958,15,0.6,22.5,20.8,2447,9.7,2.4977,0.11,37
0,,0,,No,No,30 Days of Night,35.53,Horror,Independent,Monster Force,2007,57,5587,32,0.57,43.1,39.6,2855,15.6,2.3467,0.5,75
0,,0,,No,No,The Mist,31.24,Horror,The Weinstein Company,Monster Force,2007,64,3686,18,0.68,38.8,25.6,2423,8.9,3.1572,0.72,57
0,,0,,No,No,Halloween,20.2,Horror,The Weinstein Company,Pursuit,2007,64,7592,20,0.75,58.5,58.3,3472,26.4,3.9235,0.26,78
0,,0,,No,No,The Reaping,37.64,Horror,,Quest,2007,53,3851,40,0.36,22.8,25.1,2603,10,1.5693,0.09,63
0,,0,,No,No,Stomp the Yard,14.15,Musical,Independent,Maturation,2007,83,10645,14,0.81,61.5,61.4,2051,21.9,5.3937,0.27,76
0,,0,,No,No,Sweeney Todd: The Demon Barber of Fleet Street,99.63,Musical,Warner Bros.,Revenge,2007,81,7446,50,0.67,102.5,52.9,1249,9.3,3.0505,0.86,153
0,,0,,No,No,Hairspray,83.68,Musical,Warner Bros.,Underdog,2007,84,8803,75,0.63,127.6,118.9,3121,27.5,2.7006,0.92,203
0,,0,,No,No,Tyler Perry's Why Did I get Married,0.66,Romance,Independent,Love,2007,47,10618,15,0.73,40.9,55.2,2011,21.4,3.7242,0.46,56
0,,0,,No,No,Waitress,3.1,Romance,Independent,Love,2007,67,3327,2,0.91,20.2,19.1,605,2,11.0897,0.89,22
0,,0,,No,No,P.S. I Love You,99.4,Romance,Independent,Love,2007,82,2641,30,0.8,123.1,53.7,2454,6.5,5.1031,0.21,153
0,,0,,No,No,Across the Universe,5.02,Romance,Independent,Love,2007,84,4009,45,-0.53,-15.6,24.3,954,3.8,0.6526,0.54,29
0,,0,,No,No,Music and Lyrics,95.32,Romance,Warner Bros.,Love,2007,70,,40,0.73,105.9,50.6,,13.6,3.6474,0.63,146
0,,0,,No,No,The Invasion,25.1,Sci-Fi,Warner Bros.,Monster Force,2007,43,2143,80,-0.99,-39.8,15.1,2776,5.6,0.5021,0.19,40
0,,0,,No,No,Next,55.33,Thriller,Paramount,Pursuit,2007,59,2617,70,0.05,3.5,18.2,2725,7.1,1.0506,0.29,74
0,,0,,No,No,Zodiac,51.71,Thriller,Paramount,Pursuit,2007,73,5671,65,0.23,19.8,33.1,2362,13.4,1.3044,0.89,85
0,,0,,No,No,Disturbia,37.55,Thriller,Paramount,Pursuit,2007,75,7598,20,0.83,97.8,80.2,2925,22.2,5.888,0.67,118
0,,0,,No,No,American Gangster,137.74,Thriller,Universal,Pursuit,2007,87,14264,100,0.63,167.9,130.2,3054,43.6,2.679,0.79,268
0,,0,,No,No,The Bourne Ultimatum,215.35,Thriller,Universal,Pursuit,2007,91,18929,110,0.75,332.8,227.5,3660,69.3,4.0257,0.93,443
0,,0,,No,No,I Am Legend,327.76,Thriller,Warner Bros.,Quest,2007,69,21411,150,0.74,434.2,256.4,3606,77.2,3.8944,0.69,584
0,,0,,No,No,Ocean's 13,194.16,Thriller,Warner Bros.,Revenge,2007,74,10135,85,0.73,226.3,117.2,3565,36.1,3.6625,0.7,311
0,,0,,No,No,Mr. Brooks,19.57,Thriller,MGM,Temptation,2007,75,4083,20,0.58,28.1,28.6,2453,10,2.4061,0.56,48
0,,0,,No,No,National Treasure: Book of Secrets,237.4,Thriller,Disney,The Riddle,2007,72,11686,130,0.72,327.4,220,3832,44.8,3.5182,0.31,457
0,,0,,No,No,Nancy Drew,5.05,Thriller,Independent,The Riddle,2007,61,2615,20,0.35,10.7,25.6,2612,6.9,1.5333,0.49,31
0,,0,,No,No,3:10 to Yuma,16.17,Western,Lionsgate,Sacrifice,2007,85,5292,48,0.31,21.8,53.6,2652,14,1.4538,0.88,70
0,,0,,No,No,The Pirates Who Don't Do Anything,0.17,,Universal,Fish Out Of Water,2008,,,15,-0.16,-2.1,12.7,,4.3,0.8598,0.41,13
0,,0,,No,No,The Sisterhood of the Traveling Pants 2,0.26,,Warner Bros.,Journey and Return,2008,67,3945,27,0.39,17.4,44.1,2707,10.7,1.6426,0.65,44
0,,0,,No,No,Under the Same Moon,10.72,,Weinstein Co.,Quest,2008,37,10412,1.7,0.93,21.6,12.6,266,2.8,13.7119,0.72,23
0,,0,,No,No,Vantage Point,78.89,,Sony,The Riddle,2008,61,7264,40,0.74,111.2,72.3,3149,22.9,3.7789,0.35,151
0,,0,,No,No,Pineapple Express,14.28,Action,Sony,Comedy,2008,74,7567,26,0.74,75.6,87.3,3072,23.2,3.9086,0.68,102
0,,0,,No,No,Hancock,396.44,Action,Sony,Discovery,2008,67,15789,150,0.76,474.4,228,3965,62.6,4.1626,0.4,624
0,,0,,No,No,Transporter 3,77.26,Action,Independent,Escape,2008,58,4594,30,0.72,79,31.7,2626,12.1,3.6326,0.36,109
0,,0,,No,No,Death Race,39.36,Action,Universal,Escape,2008,69,4985,45,0.4,30.5,36.1,2532,12.6,1.6768,0.42,75
0,,0,,No,No,The Chronicles of Narnia: Prince Caspian,278.04,Action,Disney,Fish Out Of Water,2008,78,14007,200,0.52,219.7,141.6,3929,55,2.0983,0.66,420
0,,0,,No,No,The Forbidden Kingdom,75.9,Action,Relativity Media,journey & return,2008,65,6791,55,0.57,73,52.1,3151,21.4,2.3269,0.64,128
0,,0,,No,No,Iron Man,266.76,Action,Paramount,Metamorphosis,2008,91,24024,186,0.68,399.1,318.3,4105,98.6,3.1456,0.94,585
0,,0,,No,No,The Incredible Hulk,128.62,Action,Universal,Metamorphosis,2008,75,15810,137.5,0.48,125.7,134.5,3505,55.1,1.9138,0.67,263
0,,0,,No,No,Cloverfield,90.72,Action,Paramount,Monster Force,2008,67,11744,25,0.85,145.8,80.1,3411,40.1,6.8307,0.77,171
0,,0,,No,No,Bangkok Dangerous,31.3,Action,Lionsgate,Pursuit,2008,33,2937,45,0.03,1.6,15.3,2650,7.8,1.0355,0.09,47
0,,0,,No,No,Indiana Jones and the Kingdom of the Crystal Skull,469.53,Action,Paramount,Pursuit,2008,59,23507,185,0.76,601.6,317,4260,100.1,4.2517,0.77,787
0,,0,,No,No,Eagle Eye,76.62,Action,Paramount,Pursuit,2008,72,8305,80,0.55,97.8,101.2,3510,29.2,2.2225,0.27,178
0,,0,,No,No,Get Smart,100.37,Action,Warner Bros.,Pursuit,2008,73,9891,80,0.65,150.7,130.3,3911,38.7,2.8836,0.51,231
0,,0,,No,No,Miracle at St. Anna,1.2,Action,Disney,Quest,2008,68,2935,45,-3.93,-35.9,7.9,1185,3.5,0.2026,0.34,9
0,,0,,No,No,Babylon A.D.,47.68,Action,Fox,Quest,2008,32,2798,45,0.36,25.2,22.5,3390,9.5,1.5603,0.07,70
0,,0,,No,No,Doomsday,11.2,Action,Relativity Media,Quest,2008,47,2544,33,-0.49,-10.8,11,1936,4.9,0.673,0.48,22
0,,0,,No,No,The Mummy: Tomb of the Dragon Emperor,298.63,Action,Universal,Quest,2008,40,10760,145,0.64,255.9,102.3,3760,40.5,2.7649,0.14,401
0,,0,,No,No,Journey to the Center of the Earth,140.29,Action,Warner Bros.,Quest,2008,55,7477,45,0.81,197,101.7,2811,21,5.3777,0.61,242
0,,0,,No,No,Speed Racer,50,Action,Warner Bros.,Quest,2008,61,5174,120,-0.28,-26.1,44,3606,18.6,0.7829,0.38,94
0,,0,,No,No,Jumper,142.06,Action,Fox,Rescue,2008,50,7980,82.5,0.63,139.7,80.2,3428,27.4,2.6937,0.16,222
0,,0,,No,No,Rambo,70.49,Action,Lionsgate,Rescue,2008,70,6617,47.5,0.58,65.7,42.8,2751,18.2,2.3841,0.36,113
0,,0,,No,No,Appaloosa,7.52,Action,Warner Bros.,Rescue,2008,55,4833,20,0.28,7.6,20.1,1045,5,1.3795,0.77,28
0,,0,,No,No,Max Payne,44.73,Action,Fox,Revenge,2008,36,5225,35,0.59,50.4,40.7,3376,17.6,2.4395,0.16,85
0,,0,,No,No,Punisher: War Zone,2.04,Action,Lionsgate,Revenge,2008,47,1703,35,-2.47,-24.9,8.1,2508,4.3,0.2883,0.27,10
0,,0,,No,No,Quantum of Solace,417.72,Action,MGM,Revenge,2008,62,19568,230,0.61,354.5,166.8,3451,67.5,2.5414,0.64,585
0,,0,,No,No,The Spirit,19.23,Action,Lionsgate,Rivalry,2008,29,2576,6,0.84,31,17.8,2509,6.5,6.1632,0.14,37
0,,0,,No,No,Never Back Down,16.78,Action,Summit,Rivalry,2008,37,3152,21,0.5,20.6,24.9,2729,8.6,1.9822,0.23,42
0,,0,,No,No,Hellboy II: The Golden Army,84.4,Action,Universal,Sacrifice,2008,70,10780,82.5,0.48,77.7,75.8,3204,34.5,1.9417,0.87,160
0,,0,,No,No,Body of Lies,75.7,Action,Warner Bros.,Temptation,2008,65,4754,67.5,0.41,47.4,39.2,2710,12.9,1.7021,0.53,115
0,,0,,No,No,Street Kings,39.15,Action,Fox,The Riddle,2008,62,5054,20,0.69,45.6,26.4,2467,12.5,3.2786,0.37,66
0,,0,,No,No,Wanted,206.92,Action,Universal,Transformation,2008,72,16040,75,0.78,266.3,134.3,3175,50.9,4.55,0.73,341
0,,0,,No,No,College Road Trip,5.93,Adventure,Buena Vista,Comedy,2008,56,5026,140,-1.72,-88.5,45.6,2706,13.6,0.3681,0.13,52
0,,0,,No,No,City of Ember,10.05,Adventure,Independent,Escape,2008,48,1548,38,-1.12,-20.1,7.8,2022,3.1,0.4708,0.52,18
0,,0,,No,No,Harold and Kumar Escape from Guantanamo Bay,5.38,Adventure,Warner Bros.,Escape,2008,65,5939,12,0.72,31.5,38.1,2510,14.9,3.6244,0.54,43
0,,0,,No,No,Meet Dave,38.85,Adventure,Fox,Fish Out Of Water,2008,42,1744,60,-0.18,-9.4,11.8,3011,5.3,0.8442,0.19,51
0,,0,,No,No,Australia,161.8,Adventure,Fox,Fish Out Of Water,2008,69,5602,78,0.63,130.5,46.7,2642,14.8,2.673,0.55,208
0,,0,,No,No,Beverly Hills Chihuahua,50.7,Adventure,Disney,Journey and Return,2008,56,9114,20,0.86,125.2,94.5,3215,29.3,7.26,0.41,145
0,,0,,No,No,Sex Drive,10.35,Adventure,Summit,Journey and Return,2008,61,1490,19,-0.01,-0.3,8.4,2421,3.6,0.987,0.46,19
0,,0,,No,No,Fool's Gold,39.13,Adventure,Warner Bros.,Quest,2008,53,6909,72.5,0.34,36.9,70.2,3125,21.6,1.5084,0.11,109
0,,0,,No,No,Nim's Island,52.07,Adventure,Independent,Rescue,2008,50,3760,37,0.63,63.1,48,3513,13.2,2.7048,0.51,100
0,,0,,No,No,"10,000 B.C.",175,Adventure,Warner Bros.,Rescue,2008,44,10518,105,0.61,164.8,94.8,3410,35.9,2.5694,0.09,270
0,,0,,No,No,Fly Me to the Moon,27.9,Animation,Independent,Journey and Return,2008,26,,25,0.38,15.3,12.4,,1.9,1.6129,0.18,40
0,,0,,No,No,Madagascar: Escape 2 Africa,423.89,Animation,Paramount,Journey and Return,2008,73,15559,150,0.75,450.8,176.9,4056,63.1,4.0055,0.64,601
0,,0,,No,No,Bolt,195.93,Animation,Disney,Rescue,2008,76,7182,150,0.51,155.8,109.9,3651,26.2,2.0388,0.89,306
0,,0,,No,No,Dr. Seuss' Horton Hears a Who!,142.6,Animation,Fox,Rescue,2008,75,11384,85,0.71,212.1,154.5,3954,45,3.4956,0.79,297
0,,0,,No,No,The Tale of Despereaux,37.84,Animation,Universal,Rescue,2008,46,3255,55,0.38,33.7,50.9,3104,10.1,1.6129,0.54,89
0,,0,,No,No,Star Wars: The Clone Wars,33.12,Animation,Independent,Sacrifice,2008,46,4233,8.5,0.88,59.8,35.2,3452,14.6,8.0332,0.19,68
0,,0,,No,No,Igor,11.22,Animation,Independent,Temptation,2008,42,,30,0.02,0.7,19.4,2339,7.8,1.0221,0.36,31
0,,0,,No,No,Space Chimps,34.73,Animation,Independent,Transformation,2008,37,2860,37,0.43,27.8,30.1,2511,7.2,1.7523,0.36,65
0,,0,,No,No,Kung Fu Panda,416.31,Animation,Paramount,Underdog,2008,83,14642,200,0.68,431.7,215.4,4114,60.2,3.1587,0.88,632
0,,0,,No,No,Cadillac Records,0.68,Biography,Sony,Rags to Riches,2008,64,5015,12,-0.35,-3.1,8.2,687,3.4,0.7396,0.67,9
0,,0,,No,No,The Express,0.01,Biopic,Independent,Maturation,2008,73,1625,37.5,-2.83,-27.7,9.8,2808,4.6,0.2613,0.62,10
0,,0,,No,No,Meet the Spartans,46.41,Comedy,Independent,Comedy,2008,31,7104,30,0.65,54.7,38.2,2605,18.5,2.8216,0.02,85
0,,0,,No,No,Mad Money,5.74,Comedy,Independent,Comedy,2008,51,3132,22,0.17,4.4,20.7,2470,7.7,1.2005,0.22,26
0,,0,,No,No,My Best Friend's Girl,22.4,Comedy,Lionsgate,Comedy,2008,51,3174,20,0.52,21.6,19.2,2604,8.3,2.0811,0.14,42
0,,0,,No,No,"Be Kind, Rewind",19.4,Comedy,New Line,Comedy,2008,57,5013,20,0.35,10.6,11.2,808,4.1,1.5288,0.65,31
0,,0,,No,No,The Love Guru,8.63,Comedy,Paramount,Comedy,2008,38,4617,62,-0.52,-21.2,32.2,3012,13.9,0.6585,0.14,41
0,,0,,No,No,Drillbit Taylor,16.82,Comedy,Paramount,Comedy,2008,49,3373,40,0.19,9.7,32.9,3056,10.3,1.2421,0.26,50
0,,0,,No,No,Burn After Reading,103.36,Comedy,Relativity Media,Comedy,2008,64,7215,37,0.77,126.7,60.4,2651,19.1,4.4247,0.78,164
0,,0,,No,No,First Sunday,0.87,Comedy,Sony,Comedy,2008,59,8004,13,0.66,25.8,37.9,2213,17.7,2.9848,0.13,39
0,,0,,No,No,Step Brothers,27.64,Comedy,Sony,Comedy,2008,68,10000,65,0.49,63.1,100.5,3094,30.9,1.9709,0.54,128
0,,0,,No,No,Superhero Movie,45.35,Comedy,The Weinstein Company,Comedy,2008,36,3212,65,0.09,6.2,25.9,2960,9.5,1.0957,0.15,71
0,,0,,No,No,Soul Men,0.25,Comedy,The Weinstein Company,Comedy,2008,42,2643,0,1,12.3,12.1,2044,5.4,,0.45,12
0,,0,,No,No,Baby Mama,3.7,Comedy,Independent,Discovery,2008,59,6845,70,-0.09,-6,60.3,2543,17.4,0.9146,0.63,64
0,,0,,No,No,The House Bunny,22.2,Comedy,Sony,Discovery,2008,54,5355,25,0.65,45.4,48.2,2714,14.5,2.8175,0.39,70
0,,0,,No,No,"Welcome Home, Roscoe Jenkins",1.21,Comedy,Universal,Discovery,2008,64,6790,35,0.19,8.4,42.2,2387,16.2,1.2401,0.24,43
0,,0,,No,No,"Definitely, Maybe",23.2,Comedy,Universal,Discovery,2008,72,4430,7,0.87,48.2,32,2204,9.8,7.8876,0.71,55
0,,0,,No,No,Role Models,25.09,Comedy,Universal,Discovery,2008,75,6865,28,0.69,63.8,66.7,2792,19.2,3.2776,0.77,92
0,,0,,No,No,Tropic Thunder,77.58,Comedy,Paramount,Fish Out Of Water,2008,69,7777,90,0.52,98,110.5,3319,25.8,2.0893,0.83,188
0,,0,,No,No,You Don't Mess with the Zohan,99.91,Comedy,Sony,Fish Out Of Water,2008,50,11130,80,0.6,119.9,100,3462,38.5,2.4991,0.36,200
0,,0,,No,No,High School Musical 3: Senior Year,162.35,Comedy,Disney,Love,2008,76,11601,11,0.96,241,89.7,3623,42,22.9131,0.65,252
0,,0,,No,No,27 Dresses,83.5,Comedy,Fox,Love,2008,71,7526,30,0.81,130.3,76.8,3057,23,5.3436,0.4,160
0,,0,,No,No,What Happens in Vegas,139.09,Comedy,Fox,Love,2008,72,6274,35,0.84,184.4,80.3,3215,20.2,6.2676,0.28,219
0,,0,,No,No,Marley and Me,99.56,Comedy,Fox,Love,2008,77,10448,55,0.73,151.1,106.5,3480,36.4,3.7468,0.63,206
0,,0,,No,No,Miss Pettigrew Lives for a Day,2.86,Comedy,Independent,Love,2008,70,4655,60,-2.96,-44.8,12.3,535,2.5,0.2529,0.78,15
0,,0,,No,No,Over Her Dead Body,13.14,Comedy,New Line,Love,2008,47,,10,0.52,10.7,7.6,,4,2.071,0.15,21
